編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPROMLOJPHLFFAA67CA,坡道平面,0,33.93,
RPQNMLPJPHLFFEA97CA,坡道平面,2300000,30.81,
RPQNMLPJPHLFFEA97CA,坡道平面,2300000,30.81,
RPPNMLQLPHLFFAA77CA,坡道平面,0,13.02,
RPQOMLMJQHLFFFA08DA,坡道平面,350000,6.99,
RPPPMLMKQHLFFAA57CA,坡道平面,1700000,47.72,
RPQPMLMKQHLFFAA67CA,坡道平面,1500000,47.72,
RPQRMLRJPHLFFCA38CA,坡道平面,0,39.75,
RPTPMLSKPHLFFCA68CA,坡道平面,0,14.24,
RPXOMLTLPHLFFEA76CA,坡道平面,0,38.20,
RPRNMLMJQHLFFBA57CA,塔式車位,0,,
RPROMLMLPHLFFDA97CA,坡道機械,0,16.53,
RPROMLMLPHLFFDA97CA,坡道機械,0,16.53,
RPSNMLSLPHLFFDA58CA,坡道機械,930000,16.34,
RPSNMLSLPHLFFDA58CA,坡道機械,830000,16.34,
RPSNMLSLPHLFFDA58CA,坡道機械,980000,16.34,
RPSNMLSLPHLFFDA58CA,坡道機械,900000,16.34,
RPTNMLPJPHLFFEA28CA,坡道平面,2400000,30.81,
RPTNMLPJPHLFFEA28CA,坡道平面,2400000,30.81,
RPPNMLPJPHLFFEA87CA,坡道平面,2500000,30.84,
RPPNMLPJPHLFFEA87CA,坡道平面,2500000,30.84,
RPPNMLPJPHLFFEA87CA,坡道平面,2500000,30.84,
RPSNMLLKPHLFFDA77CA,坡道平面,0,36.35,
RPQOMLRJPHLFFFA38CA,坡道機械,1600000,,
RPTNMLLKPHLFFDA87CA,坡道平面,0,36.35,
RPSRMLPJPHLFFEA58CA,坡道平面,0,35.66,
RPVOMLTKPHLFFEA09CA,坡道平面,0,36.43,
RPVNMLNKPHLFFCA28DA,坡道平面,0,36.82,
RPQRMLQJPHLFFCA38DA,升降平面,0,60.60,
RPOQMLLKPHLFFCA67DA,升降機械,0,,
RPQNMLTJPHLFFBA18DA,塔式車位,0,2.53,
RPSNMLPJPHLFFAA87DA,升降機械,1500000,11.89,
RPSNMLPJPHLFFAA87DA,升降機械,1500000,11.89,
RPWOMLMKPHLFFAA18DA,坡道平面,0,20.97,
RPXNMLOJQHLFFFA78CA,升降機械,0,,
RPVOMLMLPHLFFEA48CA,坡道平面,0,38.98,
RPRPMLMKQHLFFAA77CA,坡道平面,2100000,47.72,
RPPOMLKLPHLFFAA37DA,升降機械,0,10.00,
RPOPMLRLPHLFFEA38CA,坡道平面,0,41.44,
RPOPMLRLPHLFFEA38CA,坡道平面,0,41.44,
RPVPMLRJPHLFFDA78CA,坡道平面,3150000,23.79,
RPWOMLSLPHLFFEA56CA,坡道平面,0,,
RPURMLQJPHLFFCA68CA,坡道平面,0,36.36,
RPURMLQJPHLFFCA68CA,坡道平面,0,36.36,
RPUNMLRJPHLFFCA38CA,坡道平面,3500000,40.71,
RPUNMLRJPHLFFCA38CA,坡道平面,3500000,40.71,
RPXOMLRLPHLFFEA56CA,坡道平面,0,41.44,
RPXOMLRLPHLFFEA56CA,坡道平面,0,41.44,
RPXOMLRLPHLFFEA56CA,坡道平面,0,41.44,
RPXNMLRJPHLFFCA68CA,坡道平面,0,34.25,
RPVNMLPLPHLFFEA68CA,坡道平面,0,30.52,
RPROMLNJQHLFFFA18CA,升降機械,0,,
RPQOMLNJQHLFFFA08CA,升降機械,0,,
RPWNMLRJPHLFFCA58CA,坡道平面,3800000,40.71,
RPWNMLRJPHLFFCA58CA,坡道平面,3800000,40.71,
RPWNMLRJPHLFFCA58CA,坡道機械,1900000,20.36,
RPWNMLRJPHLFFCA58CA,坡道機械,1900000,20.36,
RPQQMLQJPHLFFAA97CA,坡道平面,0,,
RPPPMLLKPHLFFEA87DA,坡道平面,0,36.19,
RPXOMLLKPHLFFEA58DA,坡道機械,0,26.88,
RPUQMLQJPHLFFAA38CA,坡道機械,700000,14.90,
RPQOMLLKPHLFFBA47CA,坡道平面,2500000,31.13,
RPROMLMKPHLFFAA57CA,坡道平面,1300000,,
RPORMLRJPHLFFCA18CA,塔式車位,0,,
RPPRMLRJPHLFFCA28CA,坡道平面,2500000,14.42,
RPRNMLPLPHLFFCA08CA,坡道平面,0,34.59,
RPRNMLPLPHLFFCA08CA,坡道平面,0,34.58,
RPWNMLOKPHLFFCA38CA,坡道平面,0,,
RPTNMLOLPHLFFAA97CA,坡道機械,0,,
RPSPMLRJPHLFFDA48CA,坡道平面,0,18.63,
RPROMLOKPHLFFDA08CA,塔式車位,0,9.69,
RPQNMLOLPHLFFCA87CA,坡道平面,2200000,41.72,
RPWNMLPJQHLFFCA48CA,升降機械,0,14.77,
RPQNMLNJQHLFFBA57CA,坡道平面,0,26.21,
RPWOMLNJQHLFFDA48CA,坡道平面,1850000,37.69,
RPPPMLTLPHLFFEA68CA,坡道平面,1250000,29.55,
RPPPMLTLPHLFFEA68CA,坡道平面,1250000,29.55,
RPRNMLSJPHLFFCA28DA,坡道平面,2750000,29.77,
RPSPMLNKPHLFFCA18DA,坡道平面,0,37.72,
RPQNMLMLPHLFFEA87CA,坡道平面,0,,
RPVNMLNKPHLFFAA08DA,坡道機械,0,18.01,
RPPOMLMKPHLFFBA57DA,坡道平面,0,33.33,
RPQOMLLKPHLFFDA67CA,坡道平面,0,,
RPQNMLNKPHLFFCA67CA,坡道平面,3200000,35.17,
RPQNMLNKPHLFFCA67CA,坡道平面,3700000,40.71,
RPQNMLNKPHLFFCA67CA,坡道平面,3700000,40.71,
RPPOMLQJKHMFFBA47DA,坡道平面,1800000,36.43,
RPVNMLLMQHLFFDA38CA,坡道平面,2500000,29.10,
RPVNMLLMQHLFFDA38CA,坡道平面,2500000,29.10,
RPWNMLLMQHLFFDA48CA,坡道平面,2500000,58.20,
RPXNMLRJPHLFFAA48CA,坡道機械,0,19.63,
RPRNMLTKPHLFFDA58DA,坡道機械,0,,
RPRNMLTKPHLFFDA58DA,坡道機械,0,,
RPUNMLMKPHLFFDA18DA,坡道平面,2500000,,
RPROMLNKPHLFFBA77CA,坡道平面,0,14.59,
RPXNMLNKPHLFFEA68DA,升降機械,0,23.23,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPTQMLLKPHLFFEA38DA,坡道平面,0,41.98,
RPUNMLMJQHLFFBA87CA,坡道平面,1850000,38.76,
RPOOMLMJQHLFFAA27CA,坡道平面,2100000,33.17,
RPXOMLMKPHLFFAA18CA,坡道平面,1400000,36.13,
RPQOMLPKPHLFFAA77CA,坡道平面,0,56.90,
RPQOMLPKPHLFFAA77CA,坡道平面,0,56.90,
RPSNMLPKPHLFFAA87CA,坡道平面,0,28.49,
RPSNMLPKPHLFFAA87CA,坡道平面,0,28.49,
RPSNMLPKPHLFFAA87CA,坡道平面,0,28.49,
SPQOMLPKPHLFFAA87CA,坡道平面,0,44.18,
RPRNMLKLPHLFFAA37CA,坡道平面,0,,
RPRNMLQLPHLFFAA97CA,坡道平面,0,,
RPOPMLNKPHLFFBA57CA,坡道機械,1900000,12.02,
RPOPMLNKPHLFFCA67CA,坡道機械,0,15.48,
RPTRMLOKPHLFFCA48CA,坡道平面,0,,
RPWPMLTKPHLFFCA09CA,坡道平面,0,32.04,
RPUPMLTKPHLFFCA88CA,升降機械,0,12.13,
RPUNMLTJQHLFFAA48CA,坡道平面,0,33.04,
RPUNMLTJQHLFFAA48CA,坡道平面,0,33.04,
RPQPMLSJQHLFFCA38CA,坡道平面,3000000,44.30,
RPRNMLMKPHLFFDA77CA,坡道平面,2600000,26.50,
RPRNMLNJQHLFFAA57CA,坡道平面,0,20.39,
RPRNMLNJQHLFFAA57CA,坡道平面,0,20.94,
RPXOMLMKPHLFFDA48CA,升降平面,0,41.26,
RPPNMLMKPHLFFDA57CA,坡道機械,1000000,14.17,
RPPNMLMKPHLFFDA57CA,坡道機械,1000000,14.17,
SPPOMLKLPHLFFBA47CA,坡道機械,1700000,12.02,
RPQNMLMKPHLFFFA87CA,坡道平面,3500000,40.40,
RPQNMLRKPHLFFEA28CA,坡道平面,2800000,32.18,
RPQNMLRKPHLFFEA28CA,坡道平面,2800000,32.18,
RPSQMLSLPHLFFDA88CA,坡道平面,0,27.57,
RPSQMLSLPHLFFDA88CA,坡道平面,0,27.57,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPOOMLOKPHLFFEA87CA,坡道平面,0,,
RPQQMLQLPHLFFDA48CA,坡道平面,0,94.31,
RPORMLTKPHLFFCA58DA,坡道機械,0,12.05,
RPOPMLOKPHLFFEA97CA,坡道平面,0,,
RPOPMLOKPHLFFEA97CA,坡道平面,0,,
RPWNMLTKPHLFFAA78DA,坡道平面,0,,
RPPNMLMLPHLFFAA37CA,坡道機械,0,41.96,
RPSNMLTJQHLFFFA78CA,坡道機械,0,,
RPUNMLOLPHLFFAA18DA,坡道平面,0,47.01,
RPUNMLOLPHLFFAA18DA,坡道平面,0,47.01,
RPUQMLMKPHLFFCA38DA,坡道平面,0,45.66,
RPXNMLMKPHLFFCA38DA,坡道平面,0,45.66,
RPTQMLOKPHLFFCA48DA,坡道平面,2000000,37.46,
RPTQMLOKPHLFFCA48DA,坡道平面,2500000,37.46,
RPTQMLOKPHLFFCA48DA,坡道平面,2500000,37.46,
RPVPMLOKPHLFFEA68CA,坡道機械,0,7.60,
RPTOMLMKPHLFFEA18CA,升降機械,0,22.04,
RPRNMLMKPHLFFFA97CA,升降機械,0,,
RPTNMLOKPHLFFFA38CA,坡道平面,0,18.23,
RPQNMLOKPHLFFDA87CA,坡道平面,0,,
RPXNMLLLPHLFFCA28CA,坡道平面,2600000,33.44,
RPWOMLRKQHLFFBA88DA,坡道平面,3180000,34.50,
RPQQMLOKPHLFFCA08CA,坡道平面,0,,
RPUPMLQLPHLFFEA88CA,坡道平面,0,42.99,
RPTOMLMKPHLFFAA77CA,坡道平面,0,44.83,
RPTOMLMKPHLFFAA77CA,坡道平面,0,44.83,
RPPOMLNKPHLFFAA47CA,坡道平面,0,,
RPQNMLPLPHLFFAA77CA,坡道平面,0,,
RPQNMLPLPHLFFAA77CA,坡道平面,0,,
RPUPMLNKPHLFFBA18CA,坡道機械,1700000,12.02,
RPQNMLKKQHLFFCA47CA,坡道機械,1800000,14.87,
RPVOMLSLPHLFFDA98CA,坡道平面,0,38.45,
RPSNMLNJQHLFFAA67CA,坡道平面,0,20.94,
RPVNMLMJQHLFFAA97DA,升降機械,1500000,11.89,
RPVNMLMJQHLFFAA97DA,升降機械,1500000,11.89,
RPVOMLMKPHLFFBA08CA,坡道平面,0,37.81,
RPVOMLMKPHLFFBA08CA,坡道平面,0,37.81,
RPSNMLRKPHLFFDA48DA,坡道平面,3500000,43.62,
RPVPMLOKPHLFFCA48CA,坡道平面,2400000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2400000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2400000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2400000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2400000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2500000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2500000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2500000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2300000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2300000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2300000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2300000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2200000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2000000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2000000,33.15,
RPVPMLOKPHLFFCA48CA,坡道平面,2300000,33.15,
RPQNMLPJQHLFFAA67CA,坡道平面,0,33.93,
RPVNMLOJQHLFFBA18CA,坡道機械,700000,,
RPRNMLOJQHLFFBA77CA,坡道平面,0,,
RPRNMLSKPHLFFDA48DA,坡道平面,2500000,42.93,
RPRNMLQKPHLFFDA28DA,坡道機械,0,22.64,
RPRNMLQKPHLFFDA28DA,坡道機械,0,22.65,
RPXOMLOKPHLFFDA78DA,一樓平面,0,,
RPTNMLMJQHLFFAA67CA,坡道機械,0,16.86,
RPWNMLOKPHLFFAA18CA,坡道平面,0,27.83,
RPRPMLNKPHLFFCA97CA,坡道平面,0,44.05,
RPPNMLOKPHLFFCA67CA,坡道平面,0,,
RPOQMLNKPHLFFCA77CA,坡道平面,0,46.48,
RPOQMLNKPHLFFCA77CA,升降平面,0,40.09,
RPXNMLOKPHLFFCA48CA,塔式車位,0,11.70,
RPWOMLPKPHLFFCA58CA,坡道平面,0,,
RPWPMLSKPHLFFCA98CA,坡道平面,0,,
RPRNMLSKPHLFFCA28CA,坡道平面,0,40.56,
RPUPMLKLPHLFFCA08CA,升降機械,0,23.24,
RPVOMLSJQHLFFDA98DA,升降平面,0,,
RPVOMLSJQHLFFDA98DA,升降平面,0,,
RPQPMLLLPHLFFCA77CA,坡道平面,2500000,41.21,
RPQPMLLLPHLFFCA77CA,坡道平面,2500000,41.21,
RPQPMLLLPHLFFCA77CA,坡道平面,2500000,41.21,
RPTPMLOKPHLFFDA38CA,坡道機械,0,9.52,
RPTPMLOKPHLFFDA38CA,坡道機械,0,9.52,
RPPNMLRKPHLFFEA18CA,坡道平面,2200000,15.31,
RPVPMLSKPHLFFEA09CA,坡道平面,3000000,29.51,
RPVPMLSKPHLFFEA09CA,坡道平面,3000000,29.51,
RPQPMLOKPHLFFEA18CA,升降機械,0,17.83,
RPQOMLTLPHLFFCA48CA,升降機械,850000,23.57,
RPQOMLTKPHLFFFA68CA,坡道機械,0,,
RPQOMLTKPHLFFFA68CA,坡道機械,0,,
RPTPMLQLPHLFFEA78CA,坡道平面,0,42.99,
RPOPMLQLPHLFFEA28CA,坡道機械,0,,
RPOPMLQLPHLFFEA28CA,坡道機械,0,,
RPOPMLQLPHLFFEA28CA,坡道機械,0,,
RPUNMLLKQHLFFDA08CA,升降機械,0,,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPWNMLMJQHLFFAA08DA,坡道機械,0,19.03,
RPTRMLQLPHLFFCA88DA,坡道平面,0,33.63,
RPPNMLQKPHLFFAA77DA,坡道平面,0,32.80,
RPPNMLQKPHLFFAA77DA,坡道平面,0,32.80,
RPPNMLRKPHLFFAA87DA,坡道平面,0,34.92,
RPRNMLSJQHLFFAA18DA,升降機械,1250000,,
RPRNMLMKQHLFFFA08CA,升降機械,0,,
RPQNMLMKQHLFFFA97CA,升降機械,0,,
RPPNMLMKQHLFFFA87CA,升降機械,0,,
RPRNMLTJQHLFFEA58CA,坡道平面,2600000,45.44,
RPWOMLRLPHLFFEA09CA,坡道平面,0,41.44,
RPWOMLRLPHLFFEA09CA,坡道平面,0,41.44,
RPWOMLRLPHLFFEA09CA,坡道平面,0,41.44,
RPQNMLSLPHLFFEA48CA,坡道平面,0,41.44,
RPQNMLSLPHLFFEA48CA,坡道平面,0,41.44,
RPPPMLRLPHLFFEA48CA,坡道平面,0,41.44,
RPPPMLRLPHLFFEA48CA,坡道平面,0,41.44,
RPWPMLSKPHLFFEA56CA,坡道平面,2300000,30.81,
RPWPMLSKPHLFFEA56CA,坡道平面,2300000,30.81,
RPSNMLPKQHLFFEA38CA,坡道平面,0,38.20,
RPOOMLTLPHLFFBA28DA,坡道機械,0,18.42,
RPOOMLTLPHLFFBA28DA,坡道機械,0,18.43,
RPSOMLKLPHLFFCA77CA,坡道平面,2200000,33.56,
RPWOMLMLPHLFFDA48CA,坡道平面,0,48.83,
RPSNMLKMPHLFFDA87CA,坡道平面,2000000,25.48,
RPSNMLKMPHLFFDA87CA,坡道平面,2000000,25.48,
RPQNMLRLPHLFFCA18CA,坡道平面,1500000,36.38,
RPRNMLRLPHLFFCA28CA,坡道平面,1500000,36.38,
RPRNMLRLPHLFFCA28CA,坡道平面,1500000,36.38,
RPRNMLSLPHLFFDA48CA,坡道機械,980000,16.34,
RPQNMLMLQHLFFEA97CA,坡道平面,0,34.73,
RPRNMLMLQHLFFEA08CA,坡道平面,0,38.20,
RPRNMLMLQHLFFEA08CA,坡道平面,0,34.73,
RPTQMLMKQHLFFCA28CA,坡道機械,0,15.94,
RPRPMLQLPHLFFCA38CA,其他,0,,
RPTPMLPJRHLFFEA68CA,升降機械,1400000,13.36,
RPWNMLSKPHLFFCA78CA,坡道平面,1850000,31.72,
RPXNMLSKPHLFFCA88CA,坡道平面,1950000,31.72,
RPQQMLPKPHLFFCA18CA,坡道平面,2300000,23.20,
RPUQMLQLPHLFFCA78CA,升降機械,0,,
RPVNMLPKPHLFFCA38CA,坡道平面,0,32.88,
RPVNMLPKPHLFFCA38CA,坡道平面,0,32.88,
RPVNMLPKPHLFFCA38CA,坡道平面,0,32.88,
RPUNMLPKPHLFFCA28CA,坡道平面,2720000,,
RPSNMLLLPHLFFAA57CA,坡道平面,0,,
RPTNMLLLPHLFFAA67CA,坡道平面,0,,
RPUNMLLLPHLFFAA77CA,坡道平面,0,,
RPQNMLSKPHLFFAA97CA,升降機械,1000000,,
RPPOMLPKPHLFFBA77CA,其他,0,,
RPRNMLTKPHLFFFA78DA,升降機械,2200000,14.09,
RPRNMLTKPHLFFFA78DA,升降機械,2200000,14.09,
RPRNMLTKPHLFFFA78DA,升降機械,2200000,14.09,
SPRNMLTKPHLFFFA88DA,升降機械,2200000,14.09,
RPVNMLTKPHLFFDA98DA,坡道平面,2500000,51.19,
RPQNMLMLPHLFFDA87DA,坡道平面,2500000,46.53,
RPQNMLMLPHLFFDA87DA,坡道平面,2500000,46.53,
RPVNMLRLPHLFFFA09DA,坡道平面,3500000,31.92,
RPSNMLKKQHLFFAA47CA,坡道機械,1400000,25.10,
RPSNMLKKQHLFFAA47CA,坡道機械,1400000,25.09,
RPPQMLMJQHLFFBA67CA,坡道機械,1500000,16.85,
RPPNMLMLPHLFFFA97DA,坡道平面,2010000,60.39,
RPWNOLSJQHLFFBA88CA,坡道平面,1800000,33.70,
RPPPMLLKQHLFFBA57CA,坡道平面,2500000,33.70,
RPQPMLLKQHLFFBA67CA,坡道平面,2500000,33.70,
RPUPMLLKQHLFFBA08CA,坡道平面,1800000,33.70,
RPOQMLLKQHLFFBA57CA,坡道平面,2200000,33.70,
RPOPMLLKQHLFFBA47CA,坡道平面,2500000,33.70,
RPVPMLLKQHLFFBA18CA,坡道平面,2100000,33.70,
RPWOMLLKQHLFFBA18CA,坡道平面,1600000,33.70,
RPPQMLLKQHLFFBA67CA,坡道機械,1100000,16.85,
RPQQMLLKQHLFFBA77CA,坡道平面,2300000,33.70,
RPUQMLLKQHLFFBA18CA,坡道平面,1800000,33.70,
RPRQMLLKQHLFFBA87CA,坡道平面,2100000,33.70,
RPSQMLLKQHLFFBA97CA,坡道平面,2000000,33.70,
RPSPMLLKQHLFFBA87CA,坡道平面,2000000,33.70,
RPTPMLLKQHLFFBA97CA,坡道平面,2000000,33.70,
RPXQMLLKQHLFFBA48CA,坡道機械,1500000,16.85,
RPRNMLSJQHLFFBA18CA,坡道平面,1800000,33.70,
RPSNMLSJQHLFFBA28CA,坡道平面,2110000,33.70,
RPTNMLSJQHLFFBA38CA,坡道平面,2800000,33.70,
RPXPMLLKQHLFFBA38CA,坡道平面,2500000,33.70,
RPWPMLLKQHLFFBA28CA,坡道平面,2350000,33.70,
RPXNMLSJQHLFFBA78CA,坡道平面,2100000,33.70,
RPPRMLLKQHLFFBA77CA,坡道平面,2800000,33.70,
RPTOMLSJQHLFFBA48CA,坡道平面,2500000,33.70,
RPXOMLSJQHLFFBA88CA,坡道平面,2700000,33.70,
RPWOMLSJQHLFFBA78CA,坡道平面,2530000,33.70,
RPSOMLSJQHLFFBA38CA,坡道平面,2300000,33.70,
RPOOMLSJQHLFFBA97CA,坡道機械,1400000,16.85,
RPUOMLSJQHLFFBA58CA,坡道平面,2500000,33.70,
RPVOMLSJQHLFFBA68CA,坡道平面,2700000,33.70,
RPSPMLSJQHLFFBA48CA,坡道機械,1500000,16.85,
RPOQMLSJQHLFFBA18CA,坡道平面,2700000,33.70,
RPPQMLSJQHLFFBA28CA,坡道平面,2500000,33.70,
RPWPMLSJQHLFFBA88CA,坡道平面,2200000,33.70,
RPQPMLSJQHLFFBA28CA,坡道平面,2500000,33.70,
RPRPMLSJQHLFFBA38CA,坡道平面,2500000,33.70,
RPPPMLSJQHLFFBA18CA,坡道平面,2500000,33.70,
RPRVMLSJQHLFFBA98CA,坡道機械,1500000,16.85,
RPQQMLSJQHLFFBA38CA,坡道平面,2600000,33.70,
RPRQMLSJQHLFFBA48CA,坡道平面,2400000,33.70,
RPUVMLSJQHLFFBA66CA,坡道機械,1600000,16.85,
RPVVMLSJQHLFFBA76CA,坡道機械,1500000,16.85,
RPXVMLSJQHLFFBA96CA,坡道機械,1200000,16.85,
RPTWMLSJQHLFFBA66CA,坡道平面,2100000,33.70,
RPWWMLSJQHLFFBA96CA,坡道機械,0,16.85,
SPTWMLSJQHLFFBA76CA,坡道平面,2100000,33.70,
RPVWMLSJQHLFFBA86CA,坡道平面,2000000,33.70,
RPQWMLSJQHLFFBA98CA,坡道機械,1100000,16.85,
RPXWMLSJQHLFFBA07CA,坡道平面,2500000,33.70,
RPTPNLSJQHLFFBA68CA,坡道平面,2600000,33.70,
RPSWMLSJQHLFFBA56CA,坡道平面,2100000,33.70,
RPTQNLSJQHLFFBA78CA,坡道平面,2300000,33.70,
RPUQNLSJQHLFFBA88CA,坡道平面,2200000,33.70,
RPWQNLSJQHLFFBA09CA,坡道平面,2250000,33.70,
RPWPNLSJQHLFFBA98CA,坡道機械,1500000,16.85,
RPRQNLSJQHLFFBA58CA,坡道平面,2100000,33.70,
RPUPNLSJQHLFFBA78CA,坡道平面,2200000,33.70,
RPRRNLSJQHLFFBA68CA,坡道平面,2500000,33.70,
RPQRNLSJQHLFFBA58CA,坡道平面,2100000,33.70,
RPPQNLSJQHLFFBA38CA,坡道平面,2400000,33.70,
RPSRNLSJQHLFFBA78CA,坡道平面,2350000,33.70,
RPURNLSJQHLFFBA98CA,坡道平面,2100000,33.70,
RPOOMLSKPHLFFAA87CA,坡道平面,0,,
RPUOMLSKPHLFFCA68CA,坡道機械,0,19.28,
RPWOMLSKPHLFFCA88CA,塔式車位,0,13.59,
RPROMLSLPHLFFAA28CA,其他,0,,
RPPSNLSJQHLFFBA58CA,坡道平面,2200000,33.70,
RPOSNLSJQHLFFBA48CA,坡道平面,2700000,33.70,
RPOSNLSJQHLFFBA48CA,坡道平面,2700000,33.70,
RPUOMLKLPHLFFDA08CA,坡道平面,0,26.67,
RPPNMLSKPHLFFDA18CA,坡道平面,2100000,16.75,
RPQNMLLKQHLFFAA37CA,坡道平面,0,,
